Side,Total Score,Turn Score
Player 1,9150,350
Player 1,9500,0
Player 1,9500,350
Player 2,0,0
Player 2,0,500
Player 2,500,1050
Player 2,1550,0
Player 2,1550,350
Player 2,1900,0
Player 2,1900,1100
Player 2,3000,350
Player 2,3350,700
Player 2,4050,150
Player 2,4200,400
Player 2,4600,300
Player 2,4900,850
Player 2,5750,0
Player 2,5750,600
Player 2,6350,1300
Player 2,7650,1050
Player 2,8700,1100
Player 2,9800,0
Player 2,9800,300
Player 1,0,0
Player 1,0,700
Player 1,700,600
Player 1,1300,200
Player 1,1500,500
Player 1,2000,600
Player 1,2600,250
Player 1,2850,300
Player 1,3150,0
Player 1,3150,900
Player 1,4050,250
Player 1,4300,300
Player 1,4600,800
Player 1,5400,0
Player 1,5400,600
Player 1,6000,400
Player 1,6400,150
Player 1,6550,400
Player 1,6950,450
Player 1,7400,150
Player 1,7550,550
Player 1,8100,450
Player 1,8550,300
Player 1,8850,0
Player 1,8850,0
Player 2,0,250
Player 2,250,0
Player 2,250,300
Player 2,550,1450
Player 2,2000,600
Player 2,2600,500
Player 2,3100,550
Player 2,3650,0
Player 2,3650,200
Player 2,3850,450
Player 2,4300,600
Player 2,4900,450
Player 2,5350,0
Player 2,5350,250
Player 2,5600,600
Player 2,6200,1050
Player 2,7250,0
Player 2,7250,300
Player 2,7550,200
Player 2,7750,500
Player 2,8250,250
Player 2,8500,200
Player 2,8700,350
Player 2,9050,400
Player 2,9450,700
Player 1,0,350
Player 1,350,650
Player 1,1000,350
Player 1,1350,400
Player 1,1750,1050
Player 1,2800,0
Player 1,2800,300
Player 1,3100,250
Player 1,3350,500
Player 1,3850,250
Player 1,4100,500
Player 1,4600,450
Player 1,5050,400
Player 1,5450,400
Player 1,5850,650
Player 1,6500,500
Player 1,7000,250
Player 1,7250,800
Player 1,8050,250
Player 1,8300,200
Player 1,8500,0
Player 1,8500,350
Player 1,8850,500
Player 1,9350,250
Player 2,0,950
Player 2,950,300
Player 2,1250,0
Player 2,1250,400
Player 2,1650,350
Player 2,2000,350
Player 2,2350,300
Player 2,2650,500
Player 2,3150,600
Player 2,3750,0
Player 2,3750,250
Player 2,4000,300
Player 2,4300,1050
Player 2,5350,350
Player 2,5700,350
Player 2,6050,300
Player 2,6350,0
Player 2,6350,200
Player 2,6550,600
Player 2,7150,0
Player 2,7150,700
Player 2,7850,1800
Player 2,9650,150
Player 2,9800,250
Player 1,0,200
Player 1,200,500
Player 1,700,900
Player 1,1600,0
Player 1,1600,350
Player 1,1950,400
Player 1,2350,500
Player 1,2850,0
Player 1,2850,300
Player 1,3150,350
Player 1,3500,350
Player 1,3850,250
Player 1,4100,0
Player 1,4100,250
Player 1,4350,0
Player 1,4350,900
Player 1,5250,200
Player 1,5450,550
Player 1,6000,700
Player 1,6700,1000
Player 1,7700,0
Player 1,7700,350
Player 1,8050,450
Player 2,0,0
Player 2,0,0
Player 2,0,600
Player 2,600,350
Player 2,950,600
Player 2,1550,200
Player 2,1750,1100
Player 2,2850,650
Player 2,3500,0
Player 2,3500,0
Player 2,3500,600
Player 2,4100,450
Player 2,4550,600
Player 2,5150,1050
Player 2,6200,500
Player 2,6700,500
Player 2,7200,400
Player 2,7600,600
Player 2,8200,750
Player 2,8950,650
Player 2,9600,0
Player 2,9600,0
Player 2,9600,500
Player 1,0,0
Player 1,0,750
Player 1,750,250
Player 1,1000,700
Player 1,1700,0
Player 1,1700,150
Player 1,1850,450
Player 1,2300,1100
Player 1,3400,750
Player 1,4150,650
Player 1,4800,650
Player 1,5450,300
Player 1,5750,250
Player 1,6000,600
Player 1,6600,300
Player 1,6900,1150
Player 1,8050,0
Player 1,8050,0
Player 1,8050,800
Player 1,8850,650
Player 1,9500,1100
Player 2,0,0
Player 2,0,1000
Player 2,1000,600
Player 2,1600,500
Player 2,2100,1000
Player 2,3100,350
Player 2,3450,500
Player 2,3950,600
Player 2,4550,400
Player 2,4950,0
Player 2,4950,250
Player 2,5200,500
Player 2,5700,250
Player 2,5950,450
Player 2,6400,250
Player 2,6650,150
Player 2,6800,2200
Player 2,9000,400
Player 2,9400,200
Player 2,9600,250
Player 1,0,500
Player 1,500,200
Player 1,700,750
Player 1,1450,1000
Player 1,2450,300
Player 1,2750,400
Player 1,3150,300
Player 1,3450,0
Player 1,3450,300
Player 1,3750,650
Player 1,4400,250
Player 1,4650,400
Player 1,5050,250
Player 1,5300,900
Player 1,6200,350
Player 1,6550,600
Player 1,7150,200
Player 1,7350,1000
Player 1,8350,500
Player 1,8850,500
Player 1,9350,600
Player 1,9950,250
Player 2,0,300
Player 2,300,550
Player 2,850,900
Player 2,1750,800
Player 2,2550,350
Player 2,2900,600
Player 2,3500,250
Player 2,3750,350
Player 2,4100,500
Player 2,4600,400
Player 2,5000,500
Player 2,5500,1000
Player 2,6500,500
Player 2,7000,0
Player 2,7000,450
Player 2,7450,200
Player 2,7650,750
Player 2,8400,0
Player 2,8400,200
Player 2,8600,750
Player 2,9350,300
Player 1,0,350
Player 1,350,0
Player 1,350,0
Player 1,350,400
Player 1,750,650
Player 1,1400,500
Player 1,1900,1000
Player 1,2900,550
Player 1,3450,1800
Player 1,5250,300
Player 1,5550,600
Player 1,6150,350
Player 1,6500,700
Player 1,7200,350
Player 1,7550,500
Player 1,8050,400
Player 1,8450,600
Player 1,9050,0
Player 1,9050,500
Player 1,9550,250
Player 1,9800,450
Player 2,0,250
Player 2,250,0
Player 2,250,0
Player 2,250,1100
Player 2,1350,250
Player 2,1600,800
Player 2,2400,1000
Player 2,3400,400
Player 2,3800,350
Player 2,4150,600
Player 2,4750,350
Player 2,5100,600
Player 2,5700,1050
Player 2,6750,300
Player 2,7050,350
Player 2,7400,600
Player 2,8000,200
Player 2,8200,400
Player 2,8600,150
Player 2,8750,0
Player 1,0,0
Player 1,0,0
Player 1,0,450
Player 1,450,350
Player 1,800,650
Player 1,1450,0
Player 1,1450,0
Player 1,1450,150
Player 1,1600,600
Player 1,2200,150
Player 1,2350,0
Player 1,2350,0
Player 1,2350,250
Player 1,2600,250
Player 1,2850,0
Player 1,2850,0
Player 1,2850,450
Player 1,3300,500
Player 1,3800,450
Player 1,4250,500
Player 1,4750,0
Player 1,4750,300
Player 1,5050,550
Player 1,5600,0
Player 1,5600,600
Player 2,0,500
Player 2,500,0
Player 2,500,350
Player 2,850,500
Player 2,1350,500
Player 2,1850,500
Player 2,2350,500
Player 2,2850,400
Player 2,3250,600
Player 2,3850,450
Player 2,4300,350
Player 2,4650,0
Player 2,4650,1200
Player 2,5850,0
Player 2,5850,700
Player 2,6550,600
Player 2,7150,550
Player 2,7700,0
Player 2,7700,0
Player 2,7700,550
Player 2,8250,0
Player 2,8250,0
Player 2,8250,500
Player 2,8750,750
Player 2,9500,600
Player 1,0,450
Player 1,450,250
Player 1,700,350
Player 1,1050,0
Player 1,1050,0
Player 1,1050,450
Player 1,1500,350
Player 1,1850,0
Player 1,1850,0
Player 1,1850,800
Player 1,2650,800
Player 1,3450,200
Player 1,3650,500
Player 1,4150,900
Player 1,5050,500
Player 1,5550,0
Player 1,5550,0
Player 1,5550,1100
Player 1,6650,0
Player 1,6650,1300
Player 1,7950,400
Player 1,8350,600
Player 1,8950,300
Player 1,9250,1200
Player 2,0,700
Player 2,700,500
Player 2,1200,1000
Player 2,2200,450
Player 2,2650,300
Player 2,2950,800
Player 2,3750,400
Player 2,4150,1100
Player 2,5250,0
Player 2,5250,500
Player 2,5750,0
Player 2,5750,0
Player 2,5750,500
Player 2,6250,350
Player 2,6600,350
Player 2,6950,350
Player 2,7300,0
Player 2,7300,0
Player 2,7300,0
Player 2,7300,450
Player 2,7750,300
Player 2,8050,0
Player 2,8050,250
Player 1,0,650
Player 1,650,800
Player 1,1450,400
Player 1,1850,600
Player 1,2450,0
Player 1,2450,1350
Player 1,3800,350
Player 1,4150,0
Player 1,4150,750
Player 1,4900,200
Player 1,5100,300
Player 1,5400,400
Player 1,5800,650
Player 1,6450,350
Player 1,6800,350
Player 1,7150,950
Player 1,8100,550
Player 1,8650,2400
Player 2,0,0
Player 2,0,300
Player 2,300,600
Player 2,900,0
Player 2,900,650
Player 2,1550,0
Player 2,1550,500
Player 2,2050,1050
Player 2,3100,0
Player 2,3100,300
Player 2,3400,1400
Player 2,4800,200
Player 2,5000,500
Player 2,5500,1100
Player 2,6600,250
Player 2,6850,700
Player 2,7550,0
Player 1,0,0
Player 1,0,0
Player 1,0,1050
Player 1,1050,250
Player 1,1300,350
Player 1,1650,0
Player 1,1650,750
Player 1,2400,600
Player 1,3000,1000
Player 1,4000,1100
Player 1,5100,300
Player 1,5400,0
Player 1,5400,250
Player 1,5650,300
Player 1,5950,0
Player 1,5950,1100
Player 1,7050,150
Player 1,7200,0
Player 1,7200,350
Player 2,0,300
Player 2,300,250
Player 2,550,650
Player 2,1200,1000
Player 2,2200,700
Player 2,2900,0
Player 2,2900,1000
Player 2,3900,350
Player 2,4250,700
Player 2,4950,1150
Player 2,6100,300
Player 2,6400,500
Player 2,6900,250
Player 2,7150,450
Player 2,7600,1050
Player 2,8650,350
Player 2,9000,0
Player 2,9000,800
Player 2,9800,600
Player 1,0,200
Player 1,200,500
Player 1,700,750
Player 1,1450,1050
Player 1,2500,500
Player 1,3000,400
Player 1,3400,0
Player 1,3400,250
Player 1,3650,450
Player 1,4100,800
Player 1,4900,400
Player 1,5300,1050
Player 1,6350,500
Player 1,6850,300
Player 1,7150,550
Player 1,7700,1100
Player 1,8800,1650
Player 2,0,350
Player 2,350,700
Player 2,1050,0
Player 2,1050,1050
Player 2,2100,0
Player 2,2100,450
Player 2,2550,1250
Player 2,3800,350
Player 2,4150,0
Player 2,4150,250
Player 2,4400,250
Player 2,4650,300
Player 2,4950,1100
Player 2,6050,500
Player 2,6550,700
Player 2,7250,850
Player 1,0,550
Player 1,550,350
Player 1,900,200
Player 1,1100,800
Player 1,1900,1100
Player 1,3000,300
Player 1,3300,650
Player 1,3950,600
Player 1,4550,250
Player 1,4800,0
Player 1,4800,500
Player 1,5300,250
Player 1,5550,350
Player 1,5900,1100
Player 1,7000,900
Player 1,7900,300
Player 1,8200,0
Player 1,8200,600
Player 2,0,950
Player 2,950,450
Player 2,1400,400
Player 2,1800,400
Player 2,2200,1000
Player 2,3200,300
Player 2,3500,750
Player 2,4250,0
Player 2,4250,250
Player 2,4500,300
Player 2,4800,600
Player 2,5400,850
Player 2,6250,1800
Player 2,8050,550
Player 2,8600,350
Player 2,8950,250
Player 2,9200,350
Player 2,9550,450
Player 1,0,400
Player 1,400,0
Player 1,400,450
Player 1,850,500
Player 1,1350,600
Player 1,1950,300
Player 1,2250,400
Player 1,2650,850
Player 1,3500,250
Player 1,3750,0
Player 1,3750,300
Player 1,4050,0
Player 1,4050,450
Player 1,4500,0
Player 1,4500,1000
Player 1,5500,0
Player 1,5500,200
Player 1,5700,250
Player 1,5950,400
Player 1,6350,350
Player 2,0,700
Player 2,700,200
Player 2,900,1050
Player 2,1950,850
Player 2,2800,400
Player 2,3200,0
Player 2,3200,400
Player 2,3600,1150
Player 2,4750,300
Player 2,5050,450
Player 2,5500,1000
Player 2,6500,350
Player 2,6850,700
Player 2,7550,400
Player 2,7950,700
Player 2,8650,0
Player 2,8650,0
Player 2,8650,0
Player 2,8650,700
Player 2,9350,800
Player 1,0,650
Player 1,650,0
Player 1,650,0
Player 1,650,0
Player 1,650,450
Player 1,1100,350
Player 1,1450,500
Player 1,1950,300
Player 1,2250,0
Player 1,2250,500
Player 1,2750,400
Player 1,3150,600
Player 1,3750,1050
Player 1,4800,750
Player 1,5550,900
Player 1,6450,1000
Player 1,7450,550
Player 1,8000,450
Player 1,8450,1150
Player 1,9600,600
Player 2,0,0
Player 2,0,0
Player 2,0,400
Player 2,400,0
Player 2,400,350
Player 2,750,1150
Player 2,1900,700
Player 2,2600,0
Player 2,2600,0
Player 2,2600,400
Player 2,3000,550
Player 2,3550,300
Player 2,3850,0
Player 2,3850,950
Player 2,4800,500
Player 2,5300,300
Player 2,5600,400
Player 2,6000,300
Player 2,6300,900
Player 1,0,0
Player 1,0,350
Player 1,350,300
Player 1,650,400
Player 1,1050,0
Player 1,1050,500
Player 1,1550,200
Player 1,1750,400
Player 1,2150,550
Player 1,2700,1100
Player 1,3800,500
Player 1,4300,0
Player 1,4300,400
Player 1,4700,300
Player 1,5000,350
Player 1,5350,0
Player 1,5350,600
Player 1,5950,500
Player 1,6450,0
Player 1,6450,0
Player 1,6450,200
Player 1,6650,0
Player 1,6650,300
Player 1,6950,400
Player 1,7350,1000
Player 1,8350,600
Player 1,8950,150
Player 1,9100,350
Player 2,0,650
Player 2,650,0
Player 2,650,300
Player 2,950,0
Player 2,950,400
Player 2,1350,400
Player 2,1750,450
Player 2,2200,300
Player 2,2500,750
Player 2,3250,1100
Player 2,4350,300
Player 2,4650,0
Player 2,4650,250
Player 2,4900,0
Player 2,4900,0
Player 2,4900,400
Player 2,5300,250
Player 2,5550,750
Player 2,6300,250
Player 2,6550,1050
Player 2,7600,400
Player 2,8000,0
Player 2,8000,0
Player 2,8000,300
Player 2,8300,1050
Player 2,9350,250
Player 2,9600,350
Player 2,9950,500
Player 1,0,500
Player 1,500,250
Player 1,750,1600
Player 1,2350,0
Player 1,2350,300
Player 1,2650,450
Player 1,3100,600
Player 1,3700,0
Player 1,3700,300
Player 1,4000,550
Player 1,4550,300
Player 1,4850,300
Player 1,5150,250
Player 1,5400,0
Player 1,5400,0
Player 1,5400,450
Player 1,5850,1100
Player 1,6950,350
Player 1,7300,750
Player 1,8050,1150
Player 1,9200,500
Player 2,0,550
Player 2,550,550
Player 2,1100,300
Player 2,1400,1100
Player 2,2500,0
Player 2,2500,600
Player 2,3100,250
Player 2,3350,700
Player 2,4050,300
Player 2,4350,1250
Player 2,5600,300
Player 2,5900,600
Player 2,6500,400
Player 2,6900,1850
Player 2,8750,0
Player 2,8750,0
Player 2,8750,300
Player 2,9050,500
Player 2,9550,350
Player 2,9900,0
Player 2,9900,200
Player 1,0,0
Player 1,0,0
Player 1,0,200
Player 1,200,0
Player 1,200,1100
Player 1,1300,500
Player 1,1800,1200
Player 1,3000,300
Player 1,3300,300
Player 1,3600,350
Player 1,3950,200
Player 1,4150,300
Player 1,4450,400
Player 1,4850,0
Player 1,4850,250
Player 1,5100,450
Player 1,5550,0
Player 1,5550,0
Player 1,5550,1350
Player 1,6900,0
Player 1,6900,350
Player 1,7250,1050
Player 1,8300,200
Player 1,8500,300
Player 1,8800,0
Player 2,0,200
Player 2,200,1050
Player 2,1250,500
Player 2,1750,0
Player 2,1750,600
Player 2,2350,200
Player 2,2550,1250
Player 2,3800,300
Player 2,4100,300
Player 2,4400,350
Player 2,4750,300
Player 2,5050,200
Player 2,5250,350
Player 2,5600,300
Player 2,5900,0
Player 2,5900,500
Player 2,6400,600
Player 2,7000,400
Player 2,7400,300
Player 2,7700,0
Player 2,7700,650
Player 2,8350,1250
Player 2,9600,0
Player 2,9600,250
Player 2,9850,300
Player 1,0,400
Player 1,400,200
Player 1,600,0
Player 1,600,1100
Player 1,1700,350
Player 1,2050,300
Player 1,2350,600
Player 1,2950,1100
Player 1,4050,300
Player 1,4350,1000
Player 1,5350,700
Player 1,6050,250
Player 1,6300,450
Player 1,6750,200
Player 1,6950,1050
Player 1,8000,300
Player 1,8300,0
Player 1,8300,700
Player 1,9000,300
Player 1,9300,350
Player 1,9650,450
Player 2,0,850
Player 2,850,200
Player 2,1050,450
Player 2,1500,400
Player 2,1900,500
Player 2,2400,200
Player 2,2600,650
Player 2,3250,300
Player 2,3550,300
Player 2,3850,800
Player 2,4650,0
Player 2,4650,250
Player 2,4900,1100
Player 2,6000,300
Player 2,6300,1200
Player 2,7500,150
Player 2,7650,700
Player 2,8350,400
Player 2,8750,200
Player 2,8950,0
Player 1,0,600
Player 1,600,300
Player 1,900,350
Player 1,1250,700
Player 1,1950,650
Player 1,2600,600
Player 1,3200,400
Player 1,3600,350
Player 1,3950,400
Player 1,4350,700
Player 1,5050,900
Player 1,5950,0
Player 1,5950,450
Player 1,6400,300
Player 1,6700,650
Player 1,7350,200
Player 1,7550,250
Player 1,7800,0
Player 1,7800,300
Player 1,8100,250
Player 2,0,750
Player 2,750,400
Player 2,1150,0
Player 2,1150,300
Player 2,1450,250
Player 2,1700,1800
Player 2,3500,700
Player 2,4200,0
Player 2,4200,250
Player 2,4450,1150
Player 2,5600,1200
Player 2,6800,1350
Player 2,8150,350
Player 2,8500,0
Player 2,8500,700
Player 2,9200,0
Player 2,9200,250
Player 2,9450,0
Player 2,9450,400
Player 2,9850,750
Player 1,0,0
Player 1,0,350
Player 1,350,400
Player 1,750,350
Player 1,1100,500
Player 1,1600,600
Player 1,2200,150
Player 1,2350,400
Player 1,2750,650
Player 1,3400,1400
Player 1,4800,500
Player 1,5300,250
Player 1,5550,0
Player 1,5550,1200
Player 1,6750,950
Player 1,7700,1000
Player 1,8700,400
Player 1,9100,600
Player 1,9700,700
Player 2,0,550
Player 2,550,300
Player 2,850,400
Player 2,1250,1000
Player 2,2250,0
Player 2,2250,1650
Player 2,3900,300
Player 2,4200,400
Player 2,4600,550
Player 2,5150,350
Player 2,5500,350
Player 2,5850,350
Player 2,6200,300
Player 2,6500,450
Player 2,6950,1050
Player 2,8000,250
Player 2,8250,1650
Player 2,9900,0
Player 1,0,0
Player 1,0,1150
Player 1,1150,1200
Player 1,2350,250
Player 1,2600,900
Player 1,3500,0
Player 1,3500,1100
Player 1,4600,300
Player 1,4900,350
Player 1,5250,600
Player 1,5850,750
Player 1,6600,700
Player 1,7300,850
Player 1,8150,0
Player 1,8150,400
Player 1,8550,0
Player 1,8550,550
Player 1,9100,750
Player 1,9850,750
Player 2,0,350
Player 2,350,550
Player 2,900,450
Player 2,1350,750
Player 2,2100,150
Player 2,2250,2150
Player 2,4400,900
Player 2,5300,300
Player 2,5600,250
Player 2,5850,0
Player 2,5850,450
Player 2,6300,300
Player 2,6600,500
Player 2,7100,300
Player 2,7400,400
Player 2,7800,0
Player 2,7800,400
Player 2,8200,500
Player 1,0,650
Player 1,650,850
Player 1,1500,400
Player 1,1900,0
Player 1,1900,0
Player 1,1900,300
Player 1,2200,200
Player 1,2400,0
Player 1,2400,500
Player 1,2900,500
Player 1,3400,400
Player 1,3800,350
Player 1,4150,1100
Player 1,5250,600
Player 1,5850,500
Player 1,6350,1000
Player 1,7350,350
Player 1,7700,500
Player 1,8200,450
Player 1,8650,300
Player 1,8950,250
Player 1,9200,200
Player 2,0,500
Player 2,500,0
Player 2,500,600
Player 2,1100,0
Player 2,1100,350
Player 2,1450,700
Player 2,2150,350
Player 2,2500,350
Player 2,2850,450
Player 2,3300,250
Player 2,3550,200
Player 2,3750,650
Player 2,4400,600
Player 2,5000,350
Player 2,5350,350
Player 2,5700,300
Player 2,6000,0
Player 2,6000,650
Player 2,6650,1200
Player 2,7850,1000
Player 2,8850,500
Player 2,9350,1000
Player 1,0,500
Player 1,500,250
Player 1,750,1100
Player 1,1850,1100
Player 1,2950,650
Player 1,3600,650
Player 1,4250,200
Player 1,4450,1050
Player 1,5500,300
Player 1,5800,1050
Player 1,6850,200
Player 1,7050,0
Player 1,7050,600
Player 1,7650,600
Player 1,8250,500
Player 1,8750,0
Player 1,8750,0
Player 1,8750,0
Player 1,8750,550
Player 1,9300,300
Player 1,9600,250
Player 1,9850,250
Player 2,0,0
Player 2,0,250
Player 2,250,850
Player 2,1100,1550
Player 2,2650,1050
Player 2,3700,400
Player 2,4100,600
Player 2,4700,300
Player 2,5000,300
Player 2,5300,0
Player 2,5300,300
Player 2,5600,1000
Player 2,6600,150
Player 2,6750,0
Player 2,6750,500
Player 2,7250,0
Player 2,7250,150
Player 2,7400,600
Player 2,8000,300
Player 2,8300,250
Player 2,8550,0
Player 1,0,250
Player 1,250,250
Player 1,500,250
Player 1,750,600
Player 1,1350,700
Player 1,2050,550
Player 1,2600,950
Player 1,3550,250
Player 1,3800,350
Player 1,4150,700
Player 1,4850,0
Player 1,4850,1200
Player 1,6050,300
Player 1,6350,250
Player 1,6600,500
Player 1,7100,1100
Player 1,8200,0
Player 1,8200,250
Player 1,8450,0
Player 1,8450,400
Player 1,8850,550
Player 1,9400,250
Player 1,9650,1000
Player 2,0,0
Player 2,0,500
Player 2,500,0
Player 2,500,0
Player 2,500,700
Player 2,1200,350
Player 2,1550,0
Player 2,1550,0
Player 2,1550,200
Player 2,1750,700
Player 2,2450,300
Player 2,2750,300
Player 2,3050,800
Player 2,3850,500
Player 2,4350,400
Player 2,4750,350
Player 2,5100,450
Player 2,5550,200
Player 2,5750,300
Player 2,6050,1000
Player 2,7050,2200
Player 2,9250,450
Player 1,0,750
Player 1,750,350
Player 1,1100,1250
Player 1,2350,500
Player 1,2850,550
Player 1,3400,400
Player 1,3800,0
Player 1,3800,0
Player 1,3800,1000
Player 1,4800,0
Player 1,4800,400
Player 1,5200,0
Player 1,5200,500
Player 1,5700,400
Player 1,6100,300
Player 1,6400,300
Player 1,6700,1050
Player 1,7750,500
Player 1,8250,350
Player 1,8600,0
Player 1,8600,1050
Player 1,9650,250
Player 1,9900,450
Player 2,0,700
Player 2,700,650
Player 2,1350,300
Player 2,1650,0
Player 2,1650,250
Player 2,1900,650
Player 2,2550,450
Player 2,3000,450
Player 2,3450,0
Player 2,3450,350
Player 2,3800,700
Player 2,4500,450
Player 2,4950,650
Player 2,5600,300
Player 2,5900,0
Player 2,5900,250
Player 2,6150,350
Player 2,6500,700
Player 2,7200,0
Player 2,7200,1000
Player 2,8200,450
Player 2,8650,350
Player 1,0,1050
Player 1,1050,1050
Player 1,2100,600
Player 1,2700,600
Player 1,3300,0
Player 1,3300,750
Player 1,4050,900
Player 1,4950,400
Player 1,5350,300
Player 1,5650,300
Player 1,5950,200
Player 1,6150,0
Player 1,6150,800
Player 1,6950,550
Player 1,7500,1000
Player 1,8500,500
Player 1,9000,600
Player 1,9600,1000
Player 2,0,0
Player 2,0,1100
Player 2,1100,500
Player 2,1600,600
Player 2,2200,650
Player 2,2850,700
Player 2,3550,300
Player 2,3850,700
Player 2,4550,250
Player 2,4800,200
Player 2,5000,300
Player 2,5300,1100
Player 2,6400,0
Player 2,6400,1100
Player 2,7500,150
Player 2,7650,700
Player 2,8350,600
Player 1,0,800
Player 1,800,200
Player 1,1000,350
Player 1,1350,0
Player 1,1350,750
Player 1,2100,500
Player 1,2600,450
Player 1,3050,750
Player 1,3800,500
Player 1,4300,800
Player 1,5100,700
Player 1,5800,600
Player 1,6400,0
Player 1,6400,750
Player 1,7150,350
Player 1,7500,150
Player 1,7650,400
Player 1,8050,700
Player 1,8750,0
Player 1,8750,200
Player 1,8950,1000
Player 1,9950,400
Player 2,0,0
Player 2,0,550
Player 2,550,400
Player 2,950,500
Player 2,1450,1100
Player 2,2550,500
Player 2,3050,200
Player 2,3250,550
Player 2,3800,250
Player 2,4050,1100
Player 2,5150,300
Player 2,5450,600
Player 2,6050,350
Player 2,6400,1000
Player 2,7400,300
Player 2,7700,400
Player 2,8100,0
Player 2,8100,0
Player 2,8100,300
Player 2,8400,500
Player 2,8900,300
Player 1,0,1100
Player 1,1100,0
Player 1,1100,1050
Player 1,2150,400
Player 1,2550,1100
Player 1,3650,750
Player 1,4400,500
